,Grad,Lon,Lat,TempSur,TempSur_celsius,TempSur_c,temp_at_f,pressure,CO2_dense,CO2_phase,geometry,index_right
232,31.7,-99.5,30.7,287.3,14.0,14.0,21.925,2525358.3181875004,52.95785648528067,5.0,POINT (-99.5 30.7),0.0
233,33.4,-99.6,30.7,287.2,14.0,14.0,22.35,2525358.3181875004,52.831308658310746,5.0,POINT (-99.59999999999999 30.7),0.0
234,33.0,-99.7,30.7,287.0,14.0,14.0,22.25,2525358.3181875004,52.861005563625675,5.0,POINT (-99.7 30.7),0.0
235,21.0,-99.8,30.7,286.9,14.0,14.0,19.25,2525358.3181875004,53.77519784107568,5.0,POINT (-99.8 30.7),0.0
236,20.0,-99.9,30.7,286.8,14.0,14.0,19.0,2525358.3181875004,53.853490185876666,5.0,POINT (-99.90000000000001 30.7),0.0
237,26.0,-100.0,30.7,286.8,14.0,14.0,20.5,2525358.3181875004,53.38869750221861,5.0,POINT (-100 30.7),0.0
238,25.0,-100.1,30.7,287.2,14.0,14.0,20.25,2525358.3181875004,53.46534513027027,5.0,POINT (-100.1 30.7),0.0
239,22.0,-100.2,30.7,286.9,14.0,14.0,19.5,2525358.3181875004,53.69723992180827,5.0,POINT (-100.2 30.7),0.0
240,27.0,-100.3,30.7,286.9,14.0,14.0,20.75,2525358.3181875004,53.31237076810858,5.0,POINT (-100.3 30.7),0.0
241,19.0,-100.4,30.7,286.5,13.0,13.0,17.75,2525358.3181875004,54.25006805128358,5.0,POINT (-100.4 30.7),0.0
242,29.0,-100.5,30.7,286.0,13.0,13.0,20.25,2525358.3181875004,53.46534513027027,5.0,POINT (-100.5 30.7),0.0
243,32.0,-100.6,30.7,286.2,13.0,13.0,21.0,2525358.3181875004,53.236362323828715,5.0,POINT (-100.6 30.7),0.0
244,33.0,-100.7,30.7,286.6,13.0,13.0,21.25,2525358.3181875004,53.16066959796472,5.0,POINT (-100.7 30.7),0.0
245,34.0,-100.8,30.7,286.7,14.0,14.0,22.5,2525358.3181875004,52.78685396433388,5.0,POINT (-100.8 30.7),0.0
246,30.0,-100.9,30.7,286.7,14.0,14.0,21.5,2525358.3181875004,53.0852900512369,5.0,POINT (-100.9 30.7),0.0
247,30.0,-101.0,30.7,286.4,13.0,13.0,20.5,2525358.3181875004,53.38869750221861,5.0,POINT (-101 30.7),0.0
248,23.2,-98.0,30.8,287.2,14.0,14.0,19.8,2525358.3181875004,53.604127953624584,5.0,POINT (-98 30.8),0.0
249,23.5,-98.1,30.8,287.5,14.0,14.0,19.875,2525358.3181875004,53.58092402700658,5.0,POINT (-98.09999999999999 30.8),0.0
250,23.3,-98.2,30.8,287.6,14.0,14.0,19.825,2525358.3181875004,53.59639003142195,5.0,POINT (-98.2 30.8),0.0
251,23.2,-98.3,30.8,288.7,16.0,16.0,21.8,2525358.3181875004,52.9952444629804,5.0,POINT (-98.3 30.8),0.0
252,23.0,-98.4,30.8,290.2,17.0,17.0,22.75,2525358.3181875004,52.71300331095601,5.0,POINT (-98.40000000000001 30.8),0.0
253,22.8,-98.5,30.8,287.8,15.0,15.0,20.7,2525358.3181875004,53.32761056888706,5.0,POINT (-98.5 30.8),0.0
254,22.7,-98.6,30.8,287.5,14.0,14.0,19.675,2525358.3181875004,53.64286687326643,5.0,POINT (-98.59999999999999 30.8),0.0
255,22.5,-98.7,30.8,287.3,14.0,14.0,19.625,2525358.3181875004,53.65838550269664,5.0,POINT (-98.7 30.8),0.0
256,22.4,-98.8,30.8,286.8,14.0,14.0,19.6,2525358.3181875004,53.666149770112085,5.0,POINT (-98.8 30.8),0.0
257,22.2,-98.9,30.8,287.1,14.0,14.0,19.55,2525358.3181875004,53.68168822405588,5.0,POINT (-98.90000000000001 30.8),0.0
258,22.6,-99.0,30.8,287.3,14.0,14.0,19.65,2525358.3181875004,53.650624537994425,5.0,POINT (-99 30.8),0.0
259,23.0,-99.1,30.8,286.8,14.0,14.0,19.75,2525358.3181875004,53.61961365159163,5.0,POINT (-99.09999999999999 30.8),0.0
260,23.5,-99.2,30.8,286.5,13.0,13.0,18.875,2525358.3181875004,53.89276264542369,5.0,POINT (-99.2 30.8),0.0
261,23.9,-99.3,30.8,286.9,14.0,14.0,19.975,2525358.3181875004,53.55003130235378,5.0,POINT (-99.3 30.8),0.0
262,25.0,-99.4,30.8,287.0,14.0,14.0,20.25,2525358.3181875004,53.46534513027027,5.0,POINT (-99.40000000000001 30.8),0.0
263,31.0,-99.5,30.8,287.2,14.0,14.0,21.75,2525358.3181875004,53.0102211759503,5.0,POINT (-99.5 30.8),0.0
264,37.0,-99.6,30.8,287.1,14.0,14.0,23.25,2525358.3181875004,52.56619543999004,5.0,POINT (-99.59999999999999 30.8),0.0
265,26.0,-99.7,30.8,287.0,14.0,14.0,20.5,2525358.3181875004,53.38869750221861,5.0,POINT (-99.7 30.8),0.0
266,21.0,-99.8,30.8,286.8,14.0,14.0,19.25,2525358.3181875004,53.77519784107568,5.0,POINT (-99.8 30.8),0.0
267,24.0,-99.9,30.8,286.7,14.0,14.0,20.0,2525358.3181875004,53.5423162896469,5.0,POINT (-99.90000000000001 30.8),0.0
268,23.0,-100.0,30.8,286.9,14.0,14.0,19.75,2525358.3181875004,53.61961365159163,5.0,POINT (-100 30.8),0.0
269,23.0,-100.1,30.8,286.7,14.0,14.0,19.75,2525358.3181875004,53.61961365159163,5.0,POINT (-100.1 30.8),0.0
270,24.0,-100.2,30.8,286.6,13.0,13.0,19.0,2525358.3181875004,53.853490185876666,5.0,POINT (-100.2 30.8),0.0
271,23.0,-100.3,30.8,286.8,14.0,14.0,19.75,2525358.3181875004,53.61961365159163,5.0,POINT (-100.3 30.8),0.0
272,19.0,-100.4,30.8,286.8,14.0,14.0,18.75,2525358.3181875004,53.932119769040355,5.0,POINT (-100.4 30.8),0.0
273,19.0,-100.5,30.8,286.3,13.0,13.0,17.75,2525358.3181875004,54.25006805128358,5.0,POINT (-100.5 30.8),0.0
274,18.0,-100.6,30.8,285.9,13.0,13.0,17.5,2525358.3181875004,54.330427337714674,5.0,POINT (-100.6 30.8),0.0
275,17.0,-100.7,30.8,285.8,13.0,13.0,17.25,2525358.3181875004,54.41114154066701,5.0,POINT (-100.7 30.8),0.0
276,30.0,-100.8,30.8,285.9,13.0,13.0,20.5,2525358.3181875004,53.38869750221861,5.0,POINT (-100.8 30.8),0.0
277,30.0,-100.9,30.8,286.1,13.0,13.0,20.5,2525358.3181875004,53.38869750221861,5.0,POINT (-100.9 30.8),0.0
278,31.0,-101.0,30.8,286.2,13.0,13.0,20.75,2525358.3181875004,53.31237076810858,5.0,POINT (-101 30.8),0.0
279,22.6,-98.0,30.9,287.8,15.0,15.0,20.65,2525358.3181875004,53.34286312188128,5.0,POINT (-98 30.9),0.0
280,22.9,-98.1,30.9,287.5,14.0,14.0,19.725,2525358.3181875004,53.62736143279515,5.0,POINT (-98.09999999999999 30.9),0.0
281,22.9,-98.2,30.9,287.6,14.0,14.0,19.725,2525358.3181875004,53.62736143279515,5.0,POINT (-98.2 30.9),0.0
282,22.7,-98.3,30.9,288.2,15.0,15.0,20.675,2525358.3181875004,53.33523525005968,5.0,POINT (-98.3 30.9),0.0
283,22.6,-98.4,30.9,288.8,16.0,16.0,21.65,2525358.3181875004,53.04021160468679,5.0,POINT (-98.40000000000001 30.9),0.0
284,22.4,-98.5,30.9,288.0,15.0,15.0,20.6,2525358.3181875004,53.35812844787089,5.0,POINT (-98.5 30.9),0.0
285,22.2,-98.6,30.9,287.9,15.0,15.0,20.55,2525358.3181875004,53.373406567688264,5.0,POINT (-98.59999999999999 30.9),0.0
286,22.1,-98.7,30.9,287.3,14.0,14.0,19.525,2525358.3181875004,53.6894624160799,5.0,POINT (-98.7 30.9),0.0
287,21.9,-98.8,30.9,287.1,14.0,14.0,19.475,2525358.3181875004,53.705020743997665,5.0,POINT (-98.8 30.9),0.0
288,21.8,-98.9,30.9,287.3,14.0,14.0,19.45,2525358.3181875004,53.71280488540841,5.0,POINT (-98.90000000000001 30.9),0.0
289,21.7,-99.0,30.9,287.0,14.0,14.0,19.425,2525358.3181875004,53.720592348804246,5.0,POINT (-99 30.9),0.0
290,22.2,-99.1,30.9,287.3,14.0,14.0,19.55,2525358.3181875004,53.68168822405588,5.0,POINT (-99.09999999999999 30.9),0.0
291,22.6,-99.2,30.9,287.3,14.0,14.0,19.65,2525358.3181875004,53.650624537994425,5.0,POINT (-99.2 30.9),0.0
292,22.2,-99.3,30.9,287.4,14.0,14.0,19.55,2525358.3181875004,53.68168822405588,5.0,POINT (-99.3 30.9),0.0
293,24.3,-99.4,30.9,287.4,14.0,14.0,20.075,2525358.3181875004,53.519190812766794,5.0,POINT (-99.40000000000001 30.9),0.0
294,30.3,-99.5,30.9,287.1,14.0,14.0,21.575,2525358.3181875004,53.06273688143274,5.0,POINT (-99.5 30.9),0.0
295,31.2,-99.6,30.9,286.9,14.0,14.0,21.8,2525358.3181875004,52.9952444629804,5.0,POINT (-99.59999999999999 30.9),0.0
296,22.5,-99.7,30.9,286.7,14.0,14.0,19.625,2525358.3181875004,53.65838550269664,5.0,POINT (-99.7 30.9),0.0
297,21.0,-99.8,30.9,286.6,13.0,13.0,18.25,2525358.3181875004,54.090402087465485,5.0,POINT (-99.8 30.9),0.0
298,21.0,-99.9,30.9,286.5,13.0,13.0,18.25,2525358.3181875004,54.090402087465485,5.0,POINT (-99.90000000000001 30.9),0.0
299,22.0,-100.0,30.9,286.4,13.0,13.0,18.5,2525358.3181875004,54.01108944039993,5.0,POINT (-100 30.9),0.0
300,20.0,-100.1,30.9,286.3,13.0,13.0,18.0,2525358.3181875004,54.17006063611193,5.0,POINT (-100.1 30.9),0.0
301,24.0,-100.2,30.9,286.3,13.0,13.0,19.0,2525358.3181875004,53.853490185876666,5.0,POINT (-100.2 30.9),0.0
302,23.0,-100.3,30.9,286.4,13.0,13.0,18.75,2525358.3181875004,53.932119769040355,5.0,POINT (-100.3 30.9),0.0
303,19.0,-100.4,30.9,286.6,13.0,13.0,17.75,2525358.3181875004,54.25006805128358,5.0,POINT (-100.4 30.9),0.0
304,24.0,-100.5,30.9,286.5,13.0,13.0,19.0,2525358.3181875004,53.853490185876666,5.0,POINT (-100.5 30.9),0.0
305,24.0,-100.6,30.9,286.4,13.0,13.0,19.0,2525358.3181875004,53.853490185876666,5.0,POINT (-100.6 30.9),0.0
306,18.5,-100.7,30.9,285.5,12.0,12.0,16.625,2525358.3181875004,54.61450016696725,5.0,POINT (-100.7 30.9),0.0
307,20.0,-100.8,30.9,285.5,12.0,12.0,17.0,2525358.3181875004,54.492213746685124,5.0,POINT (-100.8 30.9),0.0
308,23.0,-100.9,30.9,285.7,13.0,13.0,18.75,2525358.3181875004,53.932119769040355,5.0,POINT (-100.9 30.9),0.0
309,33.0,-101.0,30.9,285.7,13.0,13.0,21.25,2525358.3181875004,53.16066959796472,5.0,POINT (-101 30.9),0.0
310,22.0,-98.0,31.0,287.7,15.0,15.0,20.5,2525358.3181875004,53.38869750221861,5.0,POINT (-98 31),0.0
311,22.3,-98.1,31.0,287.9,15.0,15.0,20.575,2525358.3181875004,53.365765907247024,5.0,POINT (-98.09999999999999 31),0.0
312,22.5,-98.2,31.0,287.8,15.0,15.0,20.625,2525358.3181875004,53.350494186950876,5.0,POINT (-98.2 31),0.0
313,22.3,-98.3,31.0,287.8,15.0,15.0,20.575,2525358.3181875004,53.365765907247024,5.0,POINT (-98.3 31),0.0
314,22.1,-98.4,31.0,288.5,15.0,15.0,20.525,2525358.3181875004,53.38105043180695,5.0,POINT (-98.40000000000001 31),0.0
315,22.0,-98.5,31.0,288.1,15.0,15.0,20.5,2525358.3181875004,53.38869750221861,5.0,POINT (-98.5 31),0.0
316,21.8,-98.6,31.0,287.6,14.0,14.0,19.45,2525358.3181875004,53.71280488540841,5.0,POINT (-98.59999999999999 31),0.0
317,21.7,-98.7,31.0,287.1,14.0,14.0,19.425,2525358.3181875004,53.720592348804246,5.0,POINT (-98.7 31),0.0
318,21.5,-98.8,31.0,287.2,14.0,14.0,19.375,2525358.3181875004,53.7361772526247,5.0,POINT (-98.8 31),0.0
319,21.3,-98.9,31.0,287.7,15.0,15.0,20.325,2525358.3181875004,53.442316991716076,5.0,POINT (-98.90000000000001 31),0.0
320,21.2,-99.0,31.0,287.9,15.0,15.0,20.3,2525358.3181875004,53.44998980703401,5.0,POINT (-99 31),0.0
321,21.3,-99.1,31.0,287.5,14.0,14.0,19.325,2525358.3181875004,53.7517754776415,5.0,POINT (-99.09999999999999 31),0.0
322,21.7,-99.2,31.0,286.8,14.0,14.0,19.425,2525358.3181875004,53.720592348804246,5.0,POINT (-99.2 31),0.0
323,19.6,-99.3,31.0,286.8,14.0,14.0,18.9,2525358.3181875004,53.884901391784005,5.0,POINT (-99.3 31),0.0
324,23.7,-99.4,31.0,286.6,13.0,13.0,18.925,2525358.3181875004,53.877043521851775,5.0,POINT (-99.40000000000001 31),0.0
325,26.0,-99.5,31.0,286.5,13.0,13.0,19.5,2525358.3181875004,53.69723992180827,5.0,POINT (-99.5 31),0.0
326,25.4,-99.6,31.0,286.5,13.0,13.0,19.35,2525358.3181875004,53.74397469859491,5.0,POINT (-99.59999999999999 31),0.0
327,19.0,-99.7,31.0,286.4,13.0,13.0,17.75,2525358.3181875004,54.25006805128358,5.0,POINT (-99.7 31),0.0
328,20.0,-99.8,31.0,286.2,13.0,13.0,18.0,2525358.3181875004,54.17006063611193,5.0,POINT (-99.8 31),0.0
329,23.0,-99.9,31.0,286.3,13.0,13.0,18.75,2525358.3181875004,53.932119769040355,5.0,POINT (-99.90000000000001 31),0.0
330,20.0,-100.0,31.0,286.0,13.0,13.0,18.0,2525358.3181875004,54.17006063611193,5.0,POINT (-100 31),0.0
331,21.0,-100.1,31.0,286.2,13.0,13.0,18.25,2525358.3181875004,54.090402087465485,5.0,POINT (-100.1 31),0.0
332,22.0,-100.2,31.0,286.2,13.0,13.0,18.5,2525358.3181875004,54.01108944039993,5.0,POINT (-100.2 31),0.0
333,22.0,-100.3,31.0,286.3,13.0,13.0,18.5,2525358.3181875004,54.01108944039993,5.0,POINT (-100.3 31),0.0
334,16.0,-100.4,31.0,286.5,13.0,13.0,17.0,2525358.3181875004,54.492213746685124,5.0,POINT (-100.4 31),0.0
335,25.0,-100.5,31.0,286.7,14.0,14.0,20.25,2525358.3181875004,53.46534513027027,5.0,POINT (-100.5 31),0.0
336,16.0,-100.6,31.0,286.7,14.0,14.0,18.0,2525358.3181875004,54.17006063611193,5.0,POINT (-100.6 31),0.0
337,20.0,-100.7,31.0,285.7,13.0,13.0,18.0,2525358.3181875004,54.17006063611193,5.0,POINT (-100.7 31),0.0
338,22.0,-100.8,31.0,286.1,13.0,13.0,18.5,2525358.3181875004,54.01108944039993,5.0,POINT (-100.8 31),0.0
339,25.0,-100.9,31.0,285.5,12.0,12.0,18.25,2525358.3181875004,54.090402087465485,5.0,POINT (-100.9 31),0.0
340,19.0,-101.0,31.0,285.4,12.0,12.0,16.75,2525358.3181875004,54.57364708436907,5.0,POINT (-101 31),0.0
341,20.7,-98.0,31.1,287.8,15.0,15.0,20.175,2525358.3181875004,53.488402386412616,5.0,POINT (-98 31.1),0.0
342,21.7,-98.1,31.1,287.6,14.0,14.0,19.425,2525358.3181875004,53.720592348804246,5.0,POINT (-98.09999999999999 31.1),0.0
343,21.9,-98.2,31.1,287.5,14.0,14.0,19.475,2525358.3181875004,53.705020743997665,5.0,POINT (-98.2 31.1),0.0
344,21.9,-98.3,31.1,287.5,14.0,14.0,19.475,2525358.3181875004,53.705020743997665,5.0,POINT (-98.3 31.1),0.0
345,21.7,-98.4,31.1,288.0,15.0,15.0,20.425,2525358.3181875004,53.41165797741786,5.0,POINT (-98.40000000000001 31.1),0.0
346,21.5,-98.5,31.1,287.7,15.0,15.0,20.375,2525358.3181875004,53.42698104045191,5.0,POINT (-98.5 31.1),0.0
347,21.4,-98.6,31.1,287.8,15.0,15.0,20.35,2525358.3181875004,53.434647403736136,5.0,POINT (-98.59999999999999 31.1),0.0
348,21.2,-98.7,31.1,287.8,15.0,15.0,20.3,2525358.3181875004,53.44998980703401,5.0,POINT (-98.7 31.1),0.0
349,21.1,-98.8,31.1,287.9,15.0,15.0,20.275,2525358.3181875004,53.45766585233571,5.0,POINT (-98.8 31.1),0.0
350,20.9,-98.9,31.1,287.8,15.0,15.0,20.225,2525358.3181875004,53.473027643490106,5.0,POINT (-98.90000000000001 31.1),0.0
351,20.7,-99.0,31.1,287.4,14.0,14.0,19.175,2525358.3181875004,53.7986503025599,5.0,POINT (-99 31.1),0.0
352,20.6,-99.1,31.1,287.2,14.0,14.0,19.15,2525358.3181875004,53.806474491234795,5.0,POINT (-99.09999999999999 31.1),0.0
353,20.9,-99.2,31.1,287.0,14.0,14.0,19.225,2525358.3181875004,53.78301198028212,5.0,POINT (-99.2 31.1),0.0
354,17.0,-99.3,31.1,286.6,13.0,13.0,17.25,2525358.3181875004,54.41114154066701,5.0,POINT (-99.3 31.1),0.0
355,15.0,-99.4,31.1,286.9,14.0,14.0,17.75,2525358.3181875004,54.25006805128358,5.0,POINT (-99.40000000000001 31.1),0.0
356,26.0,-99.5,31.1,286.8,14.0,14.0,20.5,2525358.3181875004,53.38869750221861,5.0,POINT (-99.5 31.1),0.0
357,30.0,-99.6,31.1,286.6,13.0,13.0,20.5,2525358.3181875004,53.38869750221861,5.0,POINT (-99.59999999999999 31.1),0.0
358,34.0,-99.7,31.1,286.5,13.0,13.0,21.5,2525358.3181875004,53.0852900512369,5.0,POINT (-99.7 31.1),0.0
359,24.0,-99.8,31.1,286.5,13.0,13.0,19.0,2525358.3181875004,53.853490185876666,5.0,POINT (-99.8 31.1),0.0
360,21.0,-99.9,31.1,286.7,14.0,14.0,19.25,2525358.3181875004,53.77519784107568,5.0,POINT (-99.90000000000001 31.1),0.0
361,23.0,-100.0,31.1,286.7,14.0,14.0,19.75,2525358.3181875004,53.61961365159163,5.0,POINT (-100 31.1),0.0
362,22.0,-100.1,31.1,286.8,14.0,14.0,19.5,2525358.3181875004,53.69723992180827,5.0,POINT (-100.1 31.1),0.0
363,25.0,-100.2,31.1,286.9,14.0,14.0,20.25,2525358.3181875004,53.46534513027027,5.0,POINT (-100.2 31.1),0.0
364,28.0,-100.3,31.1,287.0,14.0,14.0,21.0,2525358.3181875004,53.236362323828715,5.0,POINT (-100.3 31.1),0.0
365,26.0,-100.4,31.1,287.0,14.0,14.0,20.5,2525358.3181875004,53.38869750221861,5.0,POINT (-100.4 31.1),0.0
366,24.0,-100.5,31.1,287.0,14.0,14.0,20.0,2525358.3181875004,53.5423162896469,5.0,POINT (-100.5 31.1),0.0
367,24.0,-100.6,31.1,287.0,14.0,14.0,20.0,2525358.3181875004,53.5423162896469,5.0,POINT (-100.6 31.1),0.0
368,17.0,-100.7,31.1,287.1,14.0,14.0,18.25,2525358.3181875004,54.090402087465485,5.0,POINT (-100.7 31.1),0.0
369,19.0,-100.8,31.1,286.8,14.0,14.0,18.75,2525358.3181875004,53.932119769040355,5.0,POINT (-100.8 31.1),0.0
370,24.0,-100.9,31.1,286.8,14.0,14.0,20.0,2525358.3181875004,53.5423162896469,5.0,POINT (-100.9 31.1),0.0
371,27.0,-101.0,31.1,286.2,13.0,13.0,19.75,2525358.3181875004,53.61961365159163,5.0,POINT (-101 31.1),0.0
372,19.3,-98.0,31.2,287.8,15.0,15.0,19.825,2525358.3181875004,53.59639003142195,5.0,POINT (-98 31.2),0.0
373,20.3,-98.1,31.2,287.3,14.0,14.0,19.075,2525358.3181875004,53.82996720110167,5.0,POINT (-98.09999999999999 31.2),0.0
374,21.3,-98.2,31.2,287.3,14.0,14.0,19.325,2525358.3181875004,53.7517754776415,5.0,POINT (-98.2 31.2),0.0
375,21.4,-98.3,31.2,287.3,14.0,14.0,19.35,2525358.3181875004,53.74397469859491,5.0,POINT (-98.3 31.2),0.0
376,21.3,-98.4,31.2,287.7,15.0,15.0,20.325,2525358.3181875004,53.442316991716076,5.0,POINT (-98.40000000000001 31.2),0.0
377,21.1,-98.5,31.2,287.7,15.0,15.0,20.275,2525358.3181875004,53.45766585233571,5.0,POINT (-98.5 31.2),0.0
378,21.0,-98.6,31.2,287.6,14.0,14.0,19.25,2525358.3181875004,53.77519784107568,5.0,POINT (-98.59999999999999 31.2),0.0
379,20.8,-98.7,31.2,287.5,14.0,14.0,19.2,2525358.3181875004,53.79082946651021,5.0,POINT (-98.7 31.2),0.0
380,20.6,-98.8,31.2,287.3,14.0,14.0,19.15,2525358.3181875004,53.806474491234795,5.0,POINT (-98.8 31.2),0.0
381,20.5,-98.9,31.2,287.3,14.0,14.0,19.125,2525358.3181875004,53.814302035342195,5.0,POINT (-98.90000000000001 31.2),0.0
382,20.3,-99.0,31.2,286.8,14.0,14.0,19.075,2525358.3181875004,53.82996720110167,5.0,POINT (-99 31.2),0.0
383,20.2,-99.1,31.2,286.7,14.0,14.0,19.05,2525358.3181875004,53.83780482838665,5.0,POINT (-99.09999999999999 31.2),0.0
384,20.0,-99.2,31.2,286.8,14.0,14.0,19.0,2525358.3181875004,53.853490185876666,5.0,POINT (-99.2 31.2),0.0
385,19.0,-99.3,31.2,286.6,13.0,13.0,17.75,2525358.3181875004,54.25006805128358,5.0,POINT (-99.3 31.2),0.0
386,17.6,-99.4,31.2,286.8,14.0,14.0,18.4,2525358.3181875004,54.04277317915932,5.0,POINT (-99.40000000000001 31.2),0.0
387,24.7,-99.5,31.2,286.6,13.0,13.0,19.175,2525358.3181875004,53.7986503025599,5.0,POINT (-99.5 31.2),0.0
388,25.0,-99.6,31.2,286.6,13.0,13.0,19.25,2525358.3181875004,53.77519784107568,5.0,POINT (-99.59999999999999 31.2),0.0
389,23.0,-99.7,31.2,286.6,13.0,13.0,18.75,2525358.3181875004,53.932119769040355,5.0,POINT (-99.7 31.2),0.0
390,21.0,-99.8,31.2,286.6,13.0,13.0,18.25,2525358.3181875004,54.090402087465485,5.0,POINT (-99.8 31.2),0.0
391,23.0,-99.9,31.2,286.5,13.0,13.0,18.75,2525358.3181875004,53.932119769040355,5.0,POINT (-99.90000000000001 31.2),0.0
392,25.0,-100.0,31.2,287.0,14.0,14.0,20.25,2525358.3181875004,53.46534513027027,5.0,POINT (-100 31.2),0.0
393,22.0,-100.1,31.2,287.2,14.0,14.0,19.5,2525358.3181875004,53.69723992180827,5.0,POINT (-100.1 31.2),0.0
394,22.0,-100.2,31.2,287.4,14.0,14.0,19.5,2525358.3181875004,53.69723992180827,5.0,POINT (-100.2 31.2),0.0
395,26.0,-100.3,31.2,287.5,14.0,14.0,20.5,2525358.3181875004,53.38869750221861,5.0,POINT (-100.3 31.2),0.0
396,25.0,-100.4,31.2,287.2,14.0,14.0,20.25,2525358.3181875004,53.46534513027027,5.0,POINT (-100.4 31.2),0.0
397,24.0,-100.5,31.2,287.3,14.0,14.0,20.0,2525358.3181875004,53.5423162896469,5.0,POINT (-100.5 31.2),0.0
398,16.0,-100.6,31.2,287.7,15.0,15.0,19.0,2525358.3181875004,53.853490185876666,5.0,POINT (-100.6 31.2),0.0
399,16.0,-100.7,31.2,287.2,14.0,14.0,18.0,2525358.3181875004,54.17006063611193,5.0,POINT (-100.7 31.2),0.0
400,24.0,-100.8,31.2,287.1,14.0,14.0,20.0,2525358.3181875004,53.5423162896469,5.0,POINT (-100.8 31.2),0.0
401,25.0,-100.9,31.2,286.9,14.0,14.0,20.25,2525358.3181875004,53.46534513027027,5.0,POINT (-100.9 31.2),0.0
402,22.0,-101.0,31.2,286.7,14.0,14.0,19.5,2525358.3181875004,53.69723992180827,5.0,POINT (-101 31.2),0.0
403,18.0,-98.0,31.3,287.3,14.0,14.0,18.5,2525358.3181875004,54.01108944039993,5.0,POINT (-98 31.3),0.0
404,19.0,-98.1,31.3,287.4,14.0,14.0,18.75,2525358.3181875004,53.932119769040355,5.0,POINT (-98.09999999999999 31.3),0.0
405,20.0,-98.2,31.3,287.0,14.0,14.0,19.0,2525358.3181875004,53.853490185876666,5.0,POINT (-98.2 31.3),0.0
406,21.0,-98.3,31.3,287.3,14.0,14.0,19.25,2525358.3181875004,53.77519784107568,5.0,POINT (-98.3 31.3),0.0
407,21.0,-98.4,31.3,287.4,14.0,14.0,19.25,2525358.3181875004,53.77519784107568,5.0,POINT (-98.40000000000001 31.3),0.0
408,21.0,-98.5,31.3,287.6,14.0,14.0,19.25,2525358.3181875004,53.77519784107568,5.0,POINT (-98.5 31.3),0.0
409,21.0,-98.6,31.3,287.4,14.0,14.0,19.25,2525358.3181875004,53.77519784107568,5.0,POINT (-98.59999999999999 31.3),0.0
410,21.0,-98.7,31.3,287.2,14.0,14.0,19.25,2525358.3181875004,53.77519784107568,5.0,POINT (-98.7 31.3),0.0
411,21.0,-98.8,31.3,287.2,14.0,14.0,19.25,2525358.3181875004,53.77519784107568,5.0,POINT (-98.8 31.3),0.0
412,21.0,-98.9,31.3,286.8,14.0,14.0,19.25,2525358.3181875004,53.77519784107568,5.0,POINT (-98.90000000000001 31.3),0.0
413,21.0,-99.0,31.3,286.9,14.0,14.0,19.25,2525358.3181875004,53.77519784107568,5.0,POINT (-99 31.3),0.0
414,22.0,-99.1,31.3,287.5,14.0,14.0,19.5,2525358.3181875004,53.69723992180827,5.0,POINT (-99.09999999999999 31.3),0.0
415,24.0,-99.2,31.3,287.7,15.0,15.0,21.0,2525358.3181875004,53.236362323828715,5.0,POINT (-99.2 31.3),0.0
416,21.0,-99.3,31.3,287.9,15.0,15.0,20.25,2525358.3181875004,53.46534513027027,5.0,POINT (-99.3 31.3),0.0
417,20.2,-99.4,31.3,287.9,15.0,15.0,20.05,2525358.3181875004,53.5268960475383,5.0,POINT (-99.40000000000001 31.3),0.0
418,23.3,-99.5,31.3,287.7,15.0,15.0,20.825,2525358.3181875004,53.28953493201907,5.0,POINT (-99.5 31.3),0.0
419,14.0,-99.6,31.3,287.7,15.0,15.0,18.5,2525358.3181875004,54.01108944039993,5.0,POINT (-99.59999999999999 31.3),0.0
420,22.0,-99.7,31.3,287.5,14.0,14.0,19.5,2525358.3181875004,53.69723992180827,5.0,POINT (-99.7 31.3),0.0
421,23.0,-99.8,31.3,287.4,14.0,14.0,19.75,2525358.3181875004,53.61961365159163,5.0,POINT (-99.8 31.3),0.0
422,23.0,-99.9,31.3,287.6,14.0,14.0,19.75,2525358.3181875004,53.61961365159163,5.0,POINT (-99.90000000000001 31.3),0.0
423,25.0,-100.0,31.3,287.7,15.0,15.0,21.25,2525358.3181875004,53.16066959796472,5.0,POINT (-100 31.3),0.0
424,24.0,-100.1,31.3,287.1,14.0,14.0,20.0,2525358.3181875004,53.5423162896469,5.0,POINT (-100.1 31.3),0.0
425,24.0,-100.2,31.3,287.6,14.0,14.0,20.0,2525358.3181875004,53.5423162896469,5.0,POINT (-100.2 31.3),0.0
426,30.0,-100.3,31.3,287.7,15.0,15.0,22.5,2525358.3181875004,52.78685396433388,5.0,POINT (-100.3 31.3),0.0
427,26.0,-100.4,31.3,287.6,14.0,14.0,20.5,2525358.3181875004,53.38869750221861,5.0,POINT (-100.4 31.3),0.0
428,23.0,-100.5,31.3,287.3,14.0,14.0,19.75,2525358.3181875004,53.61961365159163,5.0,POINT (-100.5 31.3),0.0
429,20.0,-100.6,31.3,287.4,14.0,14.0,19.0,2525358.3181875004,53.853490185876666,5.0,POINT (-100.6 31.3),0.0
430,16.0,-100.7,31.3,287.2,14.0,14.0,18.0,2525358.3181875004,54.17006063611193,5.0,POINT (-100.7 31.3),0.0
431,23.0,-100.8,31.3,287.1,14.0,14.0,19.75,2525358.3181875004,53.61961365159163,5.0,POINT (-100.8 31.3),0.0
