,Grad,Lon,Lat,TempSur,TempSur_celsius,TempSur_c,temp_at_f,pressure,CO2_dense,CO2_phase,geometry,index_right,level_0,level_1
0,29.0,-97.2,26.3,294.2,21.0,21.0,301.4,2525358.3181875004,51.15994066576294,5.0,POINT (-97.2 26.3),21.0,44.0,21.0
1,30.0,-97.5,27.3,293.5,20.0,20.0,300.65,2525358.3181875004,51.3640465822889,5.0,POINT (-97.5 27.3),59.0,44.0,59.0
2,30.6,-97.3,26.6,293.1,20.0,20.0,300.79999999999995,2525358.3181875004,51.32304073119483,5.0,POINT (-97.3 26.6),131.0,44.0,131.0
3,34.0,-97.1,27.8,293.8,21.0,21.0,302.65,2525358.3181875004,50.82480411401674,5.0,POINT (-97.09999999999999 27.8),131.0,44.0,131.0
4,24.5,-96.9,28.1,293.0,20.0,20.0,299.275,2525358.3181875004,51.74432576908573,5.0,POINT (-96.90000000000001 28.1),172.0,44.0,172.0
5,30.0,-96.7,28.2,293.0,20.0,20.0,300.65,2525358.3181875004,51.3640465822889,5.0,POINT (-96.7 28.2),198.0,44.0,198.0
6,29.0,-96.5,28.3,293.2,20.0,20.0,300.4,2525358.3181875004,51.43259684185212,5.0,POINT (-96.5 28.3),198.0,44.0,198.0
7,23.5,-96.2,28.6,291.9,19.0,19.0,298.025,2525358.3181875004,52.097097685131075,5.0,POINT (-96.2 28.6),209.0,44.0,209.0
8,27.0,-97.4,25.9,291.9,19.0,19.0,298.9,2525358.3181875004,51.849438711878975,5.0,POINT (-97.40000000000001 25.9),258.0,44.0,258.0
9,28.0,-97.5,25.9,293.3,20.0,20.0,300.15,2525358.3181875004,51.50140770738034,5.0,POINT (-97.5 25.9),258.0,44.0,258.0
10,31.0,-97.3,26.0,293.4,20.0,20.0,300.9,2525358.3181875004,51.295755040851205,5.0,POINT (-97.3 26),258.0,44.0,258.0
11,32.0,-97.4,26.0,292.2,19.0,19.0,300.15,2525358.3181875004,51.50140770738034,5.0,POINT (-97.40000000000001 26),258.0,44.0,258.0
12,32.0,-97.5,26.0,292.0,19.0,19.0,300.15,2525358.3181875004,51.50140770738034,5.0,POINT (-97.5 26),258.0,44.0,258.0
13,27.0,-97.6,26.0,291.5,18.0,18.0,297.9,2525358.3181875004,52.132755095252044,5.0,POINT (-97.59999999999999 26),258.0,44.0,258.0
14,33.0,-97.3,26.1,293.2,20.0,20.0,301.4,2525358.3181875004,51.15994066576294,5.0,POINT (-97.3 26.1),258.0,44.0,258.0
15,37.0,-97.4,26.1,291.5,18.0,18.0,300.4,2525358.3181875004,51.43259684185212,5.0,POINT (-97.40000000000001 26.1),258.0,44.0,258.0
16,27.0,-97.5,26.1,291.3,18.0,18.0,297.9,2525358.3181875004,52.132755095252044,5.0,POINT (-97.5 26.1),258.0,44.0,258.0
17,26.5,-97.6,26.1,291.4,18.0,18.0,297.775,2525358.3181875004,52.16848268389607,5.0,POINT (-97.59999999999999 26.1),258.0,44.0,258.0
18,34.0,-97.7,26.1,291.4,18.0,18.0,299.65,2525358.3181875004,51.639818914746726,5.0,POINT (-97.7 26.1),258.0,44.0,258.0
19,30.0,-97.8,26.1,291.4,18.0,18.0,298.65,2525358.3181875004,51.919854076862975,5.0,POINT (-97.8 26.1),258.0,44.0,258.0
20,31.0,-97.9,26.1,291.6,18.0,18.0,298.9,2525358.3181875004,51.849438711878975,5.0,POINT (-97.90000000000001 26.1),258.0,44.0,258.0
21,35.0,-98.0,26.1,291.4,18.0,18.0,299.9,2525358.3181875004,51.570481088057704,5.0,POINT (-98 26.1),258.0,44.0,258.0
22,36.0,-98.1,26.1,291.4,18.0,18.0,300.15,2525358.3181875004,51.50140770738034,5.0,POINT (-98.09999999999999 26.1),258.0,44.0,258.0
23,37.0,-98.2,26.1,291.9,19.0,19.0,301.4,2525358.3181875004,51.15994066576294,5.0,POINT (-98.2 26.1),258.0,44.0,258.0
24,35.0,-97.3,26.2,292.6,19.0,19.0,300.9,2525358.3181875004,51.295755040851205,5.0,POINT (-97.3 26.2),258.0,44.0,258.0
25,34.5,-97.4,26.2,292.1,19.0,19.0,300.775,2525358.3181875004,51.32986858896953,5.0,POINT (-97.40000000000001 26.2),258.0,44.0,258.0
26,30.5,-97.5,26.2,291.2,18.0,18.0,298.775,2525358.3181875004,51.88461221799934,5.0,POINT (-97.5 26.2),258.0,44.0,258.0
27,26.0,-97.6,26.2,291.3,18.0,18.0,297.65,2525358.3181875004,52.20428071803998,5.0,POINT (-97.59999999999999 26.2),258.0,44.0,258.0
28,36.0,-97.7,26.2,292.0,19.0,19.0,301.15,2525358.3181875004,51.22772035071739,5.0,POINT (-97.7 26.2),258.0,44.0,258.0
29,36.0,-97.8,26.2,291.2,18.0,18.0,300.15,2525358.3181875004,51.50140770738034,5.0,POINT (-97.8 26.2),258.0,44.0,258.0
30,37.0,-97.9,26.2,291.4,18.0,18.0,300.4,2525358.3181875004,51.43259684185212,5.0,POINT (-97.90000000000001 26.2),258.0,44.0,258.0
31,35.0,-98.0,26.2,291.6,18.0,18.0,299.9,2525358.3181875004,51.570481088057704,5.0,POINT (-98 26.2),258.0,44.0,258.0
32,34.0,-98.1,26.2,291.6,18.0,18.0,299.65,2525358.3181875004,51.639818914746726,5.0,POINT (-98.09999999999999 26.2),258.0,44.0,258.0
33,40.0,-98.2,26.2,292.7,20.0,20.0,303.15,2525358.3181875004,50.692472145572225,5.0,POINT (-98.2 26.2),258.0,44.0,258.0
34,33.0,-98.3,26.2,292.5,19.0,19.0,300.4,2525358.3181875004,51.43259684185212,5.0,POINT (-98.3 26.2),258.0,44.0,258.0
35,36.0,-98.4,26.2,292.1,19.0,19.0,301.15,2525358.3181875004,51.22772035071739,5.0,POINT (-98.40000000000001 26.2),258.0,44.0,258.0
36,32.0,-97.4,26.3,292.3,19.0,19.0,300.15,2525358.3181875004,51.50140770738034,5.0,POINT (-97.40000000000001 26.3),258.0,44.0,258.0
37,34.0,-97.5,26.3,291.2,18.0,18.0,299.65,2525358.3181875004,51.639818914746726,5.0,POINT (-97.5 26.3),258.0,44.0,258.0
38,33.5,-97.6,26.3,290.7,18.0,18.0,299.525,2525358.3181875004,51.67458760475144,5.0,POINT (-97.59999999999999 26.3),258.0,44.0,258.0
39,33.0,-97.7,26.3,290.7,18.0,18.0,299.4,2525358.3181875004,51.70942314032859,5.0,POINT (-97.7 26.3),258.0,44.0,258.0
40,31.0,-97.8,26.3,290.8,18.0,18.0,298.9,2525358.3181875004,51.849438711878975,5.0,POINT (-97.8 26.3),258.0,44.0,258.0
41,39.0,-97.9,26.3,291.0,18.0,18.0,300.9,2525358.3181875004,51.295755040851205,5.0,POINT (-97.90000000000001 26.3),258.0,44.0,258.0
42,37.0,-98.0,26.3,291.0,18.0,18.0,300.4,2525358.3181875004,51.43259684185212,5.0,POINT (-98 26.3),258.0,44.0,258.0
43,36.0,-98.1,26.3,291.3,18.0,18.0,300.15,2525358.3181875004,51.50140770738034,5.0,POINT (-98.09999999999999 26.3),258.0,44.0,258.0
44,38.0,-98.2,26.3,292.1,19.0,19.0,301.65,2525358.3181875004,51.092414160245994,5.0,POINT (-98.2 26.3),258.0,44.0,258.0
45,37.0,-98.3,26.3,291.8,19.0,19.0,301.4,2525358.3181875004,51.15994066576294,5.0,POINT (-98.3 26.3),258.0,44.0,258.0
46,39.0,-98.4,26.3,291.7,19.0,19.0,301.9,2525358.3181875004,51.025139028499254,5.0,POINT (-98.40000000000001 26.3),258.0,44.0,258.0
47,40.0,-98.5,26.3,291.7,19.0,19.0,302.15,2525358.3181875004,50.95811348462755,5.0,POINT (-98.5 26.3),258.0,44.0,258.0
48,40.0,-98.6,26.3,292.0,19.0,19.0,302.15,2525358.3181875004,50.95811348462755,5.0,POINT (-98.59999999999999 26.3),258.0,44.0,258.0
49,42.0,-98.7,26.3,292.1,19.0,19.0,302.65,2525358.3181875004,50.82480411401674,5.0,POINT (-98.7 26.3),258.0,44.0,258.0
50,37.0,-97.4,26.4,292.9,20.0,20.0,302.4,2525358.3181875004,50.891335762211526,5.0,POINT (-97.40000000000001 26.4),258.0,44.0,258.0
51,34.0,-97.5,26.4,291.4,18.0,18.0,299.65,2525358.3181875004,51.639818914746726,5.0,POINT (-97.5 26.4),258.0,44.0,258.0
52,35.0,-97.6,26.4,290.7,18.0,18.0,299.9,2525358.3181875004,51.570481088057704,5.0,POINT (-97.59999999999999 26.4),258.0,44.0,258.0
53,25.0,-97.7,26.4,290.6,17.0,17.0,296.4,2525358.3181875004,52.56619543999004,5.0,POINT (-97.7 26.4),258.0,44.0,258.0
54,34.0,-97.8,26.4,290.6,17.0,17.0,298.65,2525358.3181875004,51.919854076862975,5.0,POINT (-97.8 26.4),258.0,44.0,258.0
55,34.0,-97.9,26.4,291.0,18.0,18.0,299.65,2525358.3181875004,51.639818914746726,5.0,POINT (-97.90000000000001 26.4),258.0,44.0,258.0
56,40.0,-98.0,26.4,290.8,18.0,18.0,301.15,2525358.3181875004,51.22772035071739,5.0,POINT (-98 26.4),258.0,44.0,258.0
57,40.0,-98.1,26.4,290.8,18.0,18.0,301.15,2525358.3181875004,51.22772035071739,5.0,POINT (-98.09999999999999 26.4),258.0,44.0,258.0
58,36.0,-98.2,26.4,291.0,18.0,18.0,300.15,2525358.3181875004,51.50140770738034,5.0,POINT (-98.2 26.4),258.0,44.0,258.0
59,40.0,-98.3,26.4,290.8,18.0,18.0,301.15,2525358.3181875004,51.22772035071739,5.0,POINT (-98.3 26.4),258.0,44.0,258.0
60,40.0,-98.4,26.4,291.0,18.0,18.0,301.15,2525358.3181875004,51.22772035071739,5.0,POINT (-98.40000000000001 26.4),258.0,44.0,258.0
61,41.0,-98.5,26.4,291.1,18.0,18.0,301.4,2525358.3181875004,51.15994066576294,5.0,POINT (-98.5 26.4),258.0,44.0,258.0
62,41.0,-98.6,26.4,291.5,18.0,18.0,301.4,2525358.3181875004,51.15994066576294,5.0,POINT (-98.59999999999999 26.4),258.0,44.0,258.0
63,38.0,-98.7,26.4,291.8,19.0,19.0,301.65,2525358.3181875004,51.092414160245994,5.0,POINT (-98.7 26.4),258.0,44.0,258.0
64,35.0,-98.8,26.4,292.4,19.0,19.0,300.9,2525358.3181875004,51.295755040851205,5.0,POINT (-98.8 26.4),258.0,44.0,258.0
65,41.0,-98.9,26.4,292.4,19.0,19.0,302.4,2525358.3181875004,50.891335762211526,5.0,POINT (-98.90000000000001 26.4),258.0,44.0,258.0
66,39.0,-99.0,26.4,292.5,19.0,19.0,301.9,2525358.3181875004,51.025139028499254,5.0,POINT (-99 26.4),258.0,44.0,258.0
67,30.0,-97.5,26.5,291.5,18.0,18.0,298.65,2525358.3181875004,51.919854076862975,5.0,POINT (-97.5 26.5),258.0,44.0,258.0
68,31.0,-97.6,26.5,290.6,17.0,17.0,297.9,2525358.3181875004,52.132755095252044,5.0,POINT (-97.59999999999999 26.5),258.0,44.0,258.0
69,34.0,-97.7,26.5,290.5,17.0,17.0,298.65,2525358.3181875004,51.919854076862975,5.0,POINT (-97.7 26.5),258.0,44.0,258.0
70,37.0,-97.8,26.5,290.8,18.0,18.0,300.4,2525358.3181875004,51.43259684185212,5.0,POINT (-97.8 26.5),258.0,44.0,258.0
71,34.0,-97.9,26.5,291.3,18.0,18.0,299.65,2525358.3181875004,51.639818914746726,5.0,POINT (-97.90000000000001 26.5),258.0,44.0,258.0
72,38.0,-98.0,26.5,290.9,18.0,18.0,300.65,2525358.3181875004,51.3640465822889,5.0,POINT (-98 26.5),258.0,44.0,258.0
73,37.0,-98.1,26.5,290.8,18.0,18.0,300.4,2525358.3181875004,51.43259684185212,5.0,POINT (-98.09999999999999 26.5),258.0,44.0,258.0
74,36.0,-98.2,26.5,290.7,18.0,18.0,300.15,2525358.3181875004,51.50140770738034,5.0,POINT (-98.2 26.5),258.0,44.0,258.0
75,39.0,-98.3,26.5,290.5,17.0,17.0,299.9,2525358.3181875004,51.570481088057704,5.0,POINT (-98.3 26.5),258.0,44.0,258.0
76,39.0,-98.4,26.5,290.5,17.0,17.0,299.9,2525358.3181875004,51.570481088057704,5.0,POINT (-98.40000000000001 26.5),258.0,44.0,258.0
77,41.0,-98.5,26.5,290.8,18.0,18.0,301.4,2525358.3181875004,51.15994066576294,5.0,POINT (-98.5 26.5),258.0,44.0,258.0
78,40.0,-98.6,26.5,291.2,18.0,18.0,301.15,2525358.3181875004,51.22772035071739,5.0,POINT (-98.59999999999999 26.5),258.0,44.0,258.0
79,37.0,-98.7,26.5,291.5,18.0,18.0,300.4,2525358.3181875004,51.43259684185212,5.0,POINT (-98.7 26.5),258.0,44.0,258.0
80,36.0,-98.8,26.5,292.3,19.0,19.0,301.15,2525358.3181875004,51.22772035071739,5.0,POINT (-98.8 26.5),258.0,44.0,258.0
81,37.0,-98.9,26.5,292.2,19.0,19.0,301.4,2525358.3181875004,51.15994066576294,5.0,POINT (-98.90000000000001 26.5),258.0,44.0,258.0
82,38.0,-99.0,26.5,292.4,19.0,19.0,301.65,2525358.3181875004,51.092414160245994,5.0,POINT (-99 26.5),258.0,44.0,258.0
83,40.0,-99.1,26.5,292.5,19.0,19.0,302.15,2525358.3181875004,50.95811348462755,5.0,POINT (-99.09999999999999 26.5),258.0,44.0,258.0
84,30.0,-97.5,26.6,291.1,18.0,18.0,298.65,2525358.3181875004,51.919854076862975,5.0,POINT (-97.5 26.6),258.0,44.0,258.0
85,37.0,-97.6,26.6,290.7,18.0,18.0,300.4,2525358.3181875004,51.43259684185212,5.0,POINT (-97.59999999999999 26.6),258.0,44.0,258.0
86,36.0,-97.7,26.6,290.6,17.0,17.0,299.15,2525358.3181875004,51.779295740050316,5.0,POINT (-97.7 26.6),258.0,44.0,258.0
87,33.0,-97.8,26.6,290.3,17.0,17.0,298.4,2525358.3181875004,51.99054387950113,5.0,POINT (-97.8 26.6),258.0,44.0,258.0
88,36.0,-97.9,26.6,290.3,17.0,17.0,299.15,2525358.3181875004,51.779295740050316,5.0,POINT (-97.90000000000001 26.6),258.0,44.0,258.0
89,30.0,-98.0,26.6,290.6,17.0,17.0,297.65,2525358.3181875004,52.20428071803998,5.0,POINT (-98 26.6),258.0,44.0,258.0
90,39.0,-98.1,26.6,290.3,17.0,17.0,299.9,2525358.3181875004,51.570481088057704,5.0,POINT (-98.09999999999999 26.6),258.0,44.0,258.0
91,39.0,-98.2,26.6,290.5,17.0,17.0,299.9,2525358.3181875004,51.570481088057704,5.0,POINT (-98.2 26.6),258.0,44.0,258.0
92,40.0,-98.3,26.6,290.6,17.0,17.0,300.15,2525358.3181875004,51.50140770738034,5.0,POINT (-98.3 26.6),258.0,44.0,258.0
93,38.0,-98.4,26.6,290.6,17.0,17.0,299.65,2525358.3181875004,51.639818914746726,5.0,POINT (-98.40000000000001 26.6),258.0,44.0,258.0
94,40.0,-98.5,26.6,290.8,18.0,18.0,301.15,2525358.3181875004,51.22772035071739,5.0,POINT (-98.5 26.6),258.0,44.0,258.0
95,41.0,-98.6,26.6,290.9,18.0,18.0,301.4,2525358.3181875004,51.15994066576294,5.0,POINT (-98.59999999999999 26.6),258.0,44.0,258.0
96,30.0,-98.7,26.6,291.3,18.0,18.0,298.65,2525358.3181875004,51.919854076862975,5.0,POINT (-98.7 26.6),258.0,44.0,258.0
97,40.0,-98.8,26.6,291.9,19.0,19.0,302.15,2525358.3181875004,50.95811348462755,5.0,POINT (-98.8 26.6),258.0,44.0,258.0
98,39.0,-98.9,26.6,291.9,19.0,19.0,301.9,2525358.3181875004,51.025139028499254,5.0,POINT (-98.90000000000001 26.6),258.0,44.0,258.0
99,38.0,-99.0,26.6,292.0,19.0,19.0,301.65,2525358.3181875004,51.092414160245994,5.0,POINT (-99 26.6),258.0,44.0,258.0
100,39.0,-99.1,26.6,292.6,19.0,19.0,301.9,2525358.3181875004,51.025139028499254,5.0,POINT (-99.09999999999999 26.6),258.0,44.0,258.0
101,36.0,-97.5,26.7,290.9,18.0,18.0,300.15,2525358.3181875004,51.50140770738034,5.0,POINT (-97.5 26.7),258.0,44.0,258.0
102,31.0,-97.6,26.7,290.9,18.0,18.0,298.9,2525358.3181875004,51.849438711878975,5.0,POINT (-97.59999999999999 26.7),258.0,44.0,258.0
103,34.5,-97.7,26.7,290.3,17.0,17.0,298.775,2525358.3181875004,51.88461221799934,5.0,POINT (-97.7 26.7),258.0,44.0,258.0
104,34.0,-97.8,26.7,290.0,17.0,17.0,298.65,2525358.3181875004,51.919854076862975,5.0,POINT (-97.8 26.7),258.0,44.0,258.0
105,36.0,-97.9,26.7,289.8,17.0,17.0,299.15,2525358.3181875004,51.779295740050316,5.0,POINT (-97.90000000000001 26.7),258.0,44.0,258.0
106,34.0,-98.0,26.7,290.2,17.0,17.0,298.65,2525358.3181875004,51.919854076862975,5.0,POINT (-98 26.7),258.0,44.0,258.0
107,34.0,-98.1,26.7,290.1,17.0,17.0,298.65,2525358.3181875004,51.919854076862975,5.0,POINT (-98.09999999999999 26.7),258.0,44.0,258.0
108,39.0,-98.2,26.7,289.8,17.0,17.0,299.9,2525358.3181875004,51.570481088057704,5.0,POINT (-98.2 26.7),258.0,44.0,258.0
109,41.0,-98.3,26.7,289.9,17.0,17.0,300.4,2525358.3181875004,51.43259684185212,5.0,POINT (-98.3 26.7),258.0,44.0,258.0
110,40.0,-98.4,26.7,290.4,17.0,17.0,300.15,2525358.3181875004,51.50140770738034,5.0,POINT (-98.40000000000001 26.7),258.0,44.0,258.0
111,36.0,-98.5,26.7,290.7,18.0,18.0,300.15,2525358.3181875004,51.50140770738034,5.0,POINT (-98.5 26.7),258.0,44.0,258.0
112,33.0,-98.6,26.7,290.7,18.0,18.0,299.4,2525358.3181875004,51.70942314032859,5.0,POINT (-98.59999999999999 26.7),258.0,44.0,258.0
113,33.0,-98.7,26.7,291.1,18.0,18.0,299.4,2525358.3181875004,51.70942314032859,5.0,POINT (-98.7 26.7),258.0,44.0,258.0
114,33.0,-98.8,26.7,291.7,19.0,19.0,300.4,2525358.3181875004,51.43259684185212,5.0,POINT (-98.8 26.7),258.0,44.0,258.0
115,36.0,-98.9,26.7,291.7,19.0,19.0,301.15,2525358.3181875004,51.22772035071739,5.0,POINT (-98.90000000000001 26.7),258.0,44.0,258.0
116,37.0,-99.0,26.7,292.0,19.0,19.0,301.4,2525358.3181875004,51.15994066576294,5.0,POINT (-99 26.7),258.0,44.0,258.0
117,41.0,-99.1,26.7,292.6,19.0,19.0,302.4,2525358.3181875004,50.891335762211526,5.0,POINT (-99.09999999999999 26.7),258.0,44.0,258.0
118,37.0,-99.2,26.7,294.2,21.0,21.0,303.4,2525358.3181875004,50.62666842423879,5.0,POINT (-99.2 26.7),258.0,44.0,258.0
119,33.0,-97.5,26.8,292.0,19.0,19.0,300.4,2525358.3181875004,51.43259684185212,5.0,POINT (-97.5 26.8),258.0,44.0,258.0
120,29.5,-97.6,26.8,291.0,18.0,18.0,298.525,2525358.3181875004,51.95516454476785,5.0,POINT (-97.59999999999999 26.8),258.0,44.0,258.0
121,33.0,-97.7,26.8,290.3,17.0,17.0,298.4,2525358.3181875004,51.99054387950113,5.0,POINT (-97.7 26.8),258.0,44.0,258.0
122,37.0,-97.8,26.8,289.8,17.0,17.0,299.4,2525358.3181875004,51.70942314032859,5.0,POINT (-97.8 26.8),258.0,44.0,258.0
123,37.0,-97.9,26.8,290.1,17.0,17.0,299.4,2525358.3181875004,51.70942314032859,5.0,POINT (-97.90000000000001 26.8),258.0,44.0,258.0
124,34.0,-98.0,26.8,290.0,17.0,17.0,298.65,2525358.3181875004,51.919854076862975,5.0,POINT (-98 26.8),258.0,44.0,258.0
125,37.0,-98.1,26.8,289.9,17.0,17.0,299.4,2525358.3181875004,51.70942314032859,5.0,POINT (-98.09999999999999 26.8),258.0,44.0,258.0
126,41.0,-98.2,26.8,289.4,16.0,16.0,299.4,2525358.3181875004,51.70942314032859,5.0,POINT (-98.2 26.8),258.0,44.0,258.0
127,39.0,-98.3,26.8,289.4,16.0,16.0,298.9,2525358.3181875004,51.849438711878975,5.0,POINT (-98.3 26.8),258.0,44.0,258.0
128,38.0,-98.4,26.8,289.7,17.0,17.0,299.65,2525358.3181875004,51.639818914746726,5.0,POINT (-98.40000000000001 26.8),258.0,44.0,258.0
129,34.0,-98.5,26.8,289.9,17.0,17.0,298.65,2525358.3181875004,51.919854076862975,5.0,POINT (-98.5 26.8),258.0,44.0,258.0
130,28.0,-98.6,26.8,290.3,17.0,17.0,297.15,2525358.3181875004,52.348182704558745,5.0,POINT (-98.59999999999999 26.8),258.0,44.0,258.0
131,30.0,-98.7,26.8,290.9,18.0,18.0,298.65,2525358.3181875004,51.919854076862975,5.0,POINT (-98.7 26.8),258.0,44.0,258.0
132,34.0,-98.8,26.8,291.3,18.0,18.0,299.65,2525358.3181875004,51.639818914746726,5.0,POINT (-98.8 26.8),258.0,44.0,258.0
133,38.0,-98.9,26.8,291.4,18.0,18.0,300.65,2525358.3181875004,51.3640465822889,5.0,POINT (-98.90000000000001 26.8),258.0,44.0,258.0
134,42.0,-99.0,26.8,292.1,19.0,19.0,302.65,2525358.3181875004,50.82480411401674,5.0,POINT (-99 26.8),258.0,44.0,258.0
135,39.0,-99.1,26.8,292.2,19.0,19.0,301.9,2525358.3181875004,51.025139028499254,5.0,POINT (-99.09999999999999 26.8),258.0,44.0,258.0
136,42.0,-99.2,26.8,293.1,20.0,20.0,303.65,2525358.3181875004,50.5611039744155,5.0,POINT (-99.2 26.8),258.0,44.0,258.0
137,30.0,-97.5,26.9,292.8,20.0,20.0,300.65,2525358.3181875004,51.3640465822889,5.0,POINT (-97.5 26.9),258.0,44.0,258.0
138,28.0,-97.6,26.9,290.9,18.0,18.0,298.15,2525358.3181875004,52.061510188118795,5.0,POINT (-97.59999999999999 26.9),258.0,44.0,258.0
139,33.0,-97.7,26.9,290.1,17.0,17.0,298.4,2525358.3181875004,51.99054387950113,5.0,POINT (-97.7 26.9),258.0,44.0,258.0
140,40.0,-97.8,26.9,289.8,17.0,17.0,300.15,2525358.3181875004,51.50140770738034,5.0,POINT (-97.8 26.9),258.0,44.0,258.0
141,37.0,-97.9,26.9,290.0,17.0,17.0,299.4,2525358.3181875004,51.70942314032859,5.0,POINT (-97.90000000000001 26.9),258.0,44.0,258.0
142,36.0,-98.0,26.9,289.4,16.0,16.0,298.15,2525358.3181875004,52.061510188118795,5.0,POINT (-98 26.9),258.0,44.0,258.0
143,36.0,-98.1,26.9,289.4,16.0,16.0,298.15,2525358.3181875004,52.061510188118795,5.0,POINT (-98.09999999999999 26.9),258.0,44.0,258.0
144,39.0,-98.2,26.9,289.7,17.0,17.0,299.9,2525358.3181875004,51.570481088057704,5.0,POINT (-98.2 26.9),258.0,44.0,258.0
145,38.0,-98.3,26.9,290.1,17.0,17.0,299.65,2525358.3181875004,51.639818914746726,5.0,POINT (-98.3 26.9),258.0,44.0,258.0
146,32.0,-98.4,26.9,289.8,17.0,17.0,298.15,2525358.3181875004,52.061510188118795,5.0,POINT (-98.40000000000001 26.9),258.0,44.0,258.0
147,32.5,-98.5,26.9,289.6,16.0,16.0,297.275,2525358.3181875004,52.31210018694672,5.0,POINT (-98.5 26.9),258.0,44.0,258.0
148,33.0,-98.6,26.9,289.9,17.0,17.0,298.4,2525358.3181875004,51.99054387950113,5.0,POINT (-98.59999999999999 26.9),258.0,44.0,258.0
149,31.0,-98.7,26.9,290.3,17.0,17.0,297.9,2525358.3181875004,52.132755095252044,5.0,POINT (-98.7 26.9),258.0,44.0,258.0
150,33.5,-98.8,26.9,290.9,18.0,18.0,299.525,2525358.3181875004,51.67458760475144,5.0,POINT (-98.8 26.9),258.0,44.0,258.0
151,36.0,-98.9,26.9,291.9,19.0,19.0,301.15,2525358.3181875004,51.22772035071739,5.0,POINT (-98.90000000000001 26.9),258.0,44.0,258.0
152,41.0,-99.0,26.9,292.1,19.0,19.0,302.4,2525358.3181875004,50.891335762211526,5.0,POINT (-99 26.9),258.0,44.0,258.0
153,40.0,-99.1,26.9,292.3,19.0,19.0,302.15,2525358.3181875004,50.95811348462755,5.0,POINT (-99.09999999999999 26.9),258.0,44.0,258.0
154,42.0,-99.2,26.9,292.7,20.0,20.0,303.65,2525358.3181875004,50.5611039744155,5.0,POINT (-99.2 26.9),258.0,44.0,258.0
155,42.0,-99.3,26.9,293.4,20.0,20.0,303.65,2525358.3181875004,50.5611039744155,5.0,POINT (-99.3 26.9),258.0,44.0,258.0
156,31.0,-97.5,27.0,292.2,19.0,19.0,299.9,2525358.3181875004,51.570481088057704,5.0,POINT (-97.5 27),258.0,44.0,258.0
157,30.0,-97.6,27.0,290.7,18.0,18.0,298.65,2525358.3181875004,51.919854076862975,5.0,POINT (-97.59999999999999 27),258.0,44.0,258.0
158,33.0,-97.7,27.0,289.9,17.0,17.0,298.4,2525358.3181875004,51.99054387950113,5.0,POINT (-97.7 27),258.0,44.0,258.0
159,40.0,-97.8,27.0,289.6,16.0,16.0,299.15,2525358.3181875004,51.779295740050316,5.0,POINT (-97.8 27),258.0,44.0,258.0
160,35.0,-97.9,27.0,289.6,16.0,16.0,297.9,2525358.3181875004,52.132755095252044,5.0,POINT (-97.90000000000001 27),258.0,44.0,258.0
161,40.0,-98.0,27.0,289.5,16.0,16.0,299.15,2525358.3181875004,51.779295740050316,5.0,POINT (-98 27),258.0,44.0,258.0
162,39.0,-98.1,27.0,289.7,17.0,17.0,299.9,2525358.3181875004,51.570481088057704,5.0,POINT (-98.09999999999999 27),258.0,44.0,258.0
163,37.0,-98.2,27.0,290.2,17.0,17.0,299.4,2525358.3181875004,51.70942314032859,5.0,POINT (-98.2 27),258.0,44.0,258.0
164,32.0,-98.3,27.0,290.0,17.0,17.0,298.15,2525358.3181875004,52.061510188118795,5.0,POINT (-98.3 27),258.0,44.0,258.0
165,40.0,-98.4,27.0,289.7,17.0,17.0,300.15,2525358.3181875004,51.50140770738034,5.0,POINT (-98.40000000000001 27),258.0,44.0,258.0
166,38.0,-98.5,27.0,289.7,17.0,17.0,299.65,2525358.3181875004,51.639818914746726,5.0,POINT (-98.5 27),258.0,44.0,258.0
167,36.0,-98.6,27.0,289.8,17.0,17.0,299.15,2525358.3181875004,51.779295740050316,5.0,POINT (-98.59999999999999 27),258.0,44.0,258.0
168,40.0,-98.7,27.0,289.9,17.0,17.0,300.15,2525358.3181875004,51.50140770738034,5.0,POINT (-98.7 27),258.0,44.0,258.0
169,39.0,-98.8,27.0,290.5,17.0,17.0,299.9,2525358.3181875004,51.570481088057704,5.0,POINT (-98.8 27),258.0,44.0,258.0
170,37.0,-98.9,27.0,291.5,18.0,18.0,300.4,2525358.3181875004,51.43259684185212,5.0,POINT (-98.90000000000001 27),258.0,44.0,258.0
171,42.0,-99.0,27.0,291.9,19.0,19.0,302.65,2525358.3181875004,50.82480411401674,5.0,POINT (-99 27),258.0,44.0,258.0
172,42.0,-99.1,27.0,292.2,19.0,19.0,302.65,2525358.3181875004,50.82480411401674,5.0,POINT (-99.09999999999999 27),258.0,44.0,258.0
173,42.0,-99.2,27.0,292.0,19.0,19.0,302.65,2525358.3181875004,50.82480411401674,5.0,POINT (-99.2 27),258.0,44.0,258.0
174,41.0,-99.3,27.0,292.3,19.0,19.0,302.4,2525358.3181875004,50.891335762211526,5.0,POINT (-99.3 27),258.0,44.0,258.0
175,42.0,-99.4,27.0,292.8,20.0,20.0,303.65,2525358.3181875004,50.5611039744155,5.0,POINT (-99.40000000000001 27),258.0,44.0,258.0
176,33.0,-97.5,27.1,291.4,18.0,18.0,299.4,2525358.3181875004,51.70942314032859,5.0,POINT (-97.5 27.1),258.0,44.0,258.0
177,32.5,-97.6,27.1,290.3,17.0,17.0,298.275,2525358.3181875004,52.02599234035098,5.0,POINT (-97.59999999999999 27.1),258.0,44.0,258.0
