,Grad,Lon,Lat,TempSur,TempSur_celsius,TempSur_c,temp_at_f,pressure,CO2_dense,CO2_phase,geometry,index_right,level_0,level_1
1572,39.0,-95.8,30.0,287.7,15.0,15.0,297.9,2525358.3181875004,52.132755095252044,5.0,POINT (-95.8 30),258.0,44.0,258.0
1573,35.0,-95.9,30.0,287.5,14.0,14.0,295.9,2525358.3181875004,52.71300331095601,5.0,POINT (-95.90000000000001 30),258.0,44.0,258.0
1574,34.0,-96.0,30.0,287.3,14.0,14.0,295.65,2525358.3181875004,52.78685396433388,5.0,POINT (-96 30),258.0,44.0,258.0
1575,33.0,-96.1,30.0,287.8,15.0,15.0,296.4,2525358.3181875004,52.56619543999004,5.0,POINT (-96.09999999999999 30),258.0,44.0,258.0
1576,30.0,-96.2,30.0,287.4,14.0,14.0,294.65,2525358.3181875004,53.0852900512369,5.0,POINT (-96.2 30),258.0,44.0,258.0
1577,38.0,-96.3,30.0,287.9,15.0,15.0,297.65,2525358.3181875004,52.20428071803998,5.0,POINT (-96.3 30),258.0,44.0,258.0
1578,35.0,-96.4,30.0,287.6,14.0,14.0,295.9,2525358.3181875004,52.71300331095601,5.0,POINT (-96.40000000000001 30),258.0,44.0,258.0
1579,33.0,-96.5,30.0,287.7,15.0,15.0,296.4,2525358.3181875004,52.56619543999004,5.0,POINT (-96.5 30),258.0,44.0,258.0
1580,42.0,-96.6,30.0,287.8,15.0,15.0,298.65,2525358.3181875004,51.919854076862975,5.0,POINT (-96.59999999999999 30),258.0,44.0,258.0
1581,36.0,-96.7,30.0,288.1,15.0,15.0,297.15,2525358.3181875004,52.348182704558745,5.0,POINT (-96.7 30),258.0,44.0,258.0
1582,37.0,-96.8,30.0,288.3,15.0,15.0,297.4,2525358.3181875004,52.27608919862434,5.0,POINT (-96.8 30),258.0,44.0,258.0
1583,32.0,-96.9,30.0,288.4,15.0,15.0,296.15,2525358.3181875004,52.639451245873275,5.0,POINT (-96.90000000000001 30),258.0,44.0,258.0
1584,28.0,-97.0,30.0,288.3,15.0,15.0,295.15,2525358.3181875004,52.93546049545624,5.0,POINT (-97 30),258.0,44.0,258.0
1585,28.0,-97.1,30.0,287.8,15.0,15.0,295.15,2525358.3181875004,52.93546049545624,5.0,POINT (-97.09999999999999 30),258.0,44.0,258.0
1586,27.0,-97.2,30.0,288.0,15.0,15.0,294.9,2525358.3181875004,53.0102211759503,5.0,POINT (-97.2 30),258.0,44.0,258.0
1587,25.0,-97.3,30.0,288.1,15.0,15.0,294.4,2525358.3181875004,53.16066959796472,5.0,POINT (-97.3 30),258.0,44.0,258.0
1588,32.0,-97.4,30.0,288.3,15.0,15.0,296.15,2525358.3181875004,52.639451245873275,5.0,POINT (-97.40000000000001 30),258.0,44.0,258.0
1589,20.0,-97.5,30.0,288.4,15.0,15.0,293.15,2525358.3181875004,53.5423162896469,5.0,POINT (-97.5 30),258.0,44.0,258.0
1590,17.0,-97.6,30.0,288.2,15.0,15.0,292.4,2525358.3181875004,53.77519784107568,5.0,POINT (-97.59999999999999 30),258.0,44.0,258.0
1591,26.0,-97.7,30.0,287.7,15.0,15.0,294.65,2525358.3181875004,53.0852900512369,5.0,POINT (-97.7 30),258.0,44.0,258.0
1592,30.7,-97.8,30.0,287.4,14.0,14.0,294.825,2525358.3181875004,53.03270936599038,5.0,POINT (-97.8 30),258.0,44.0,258.0
1593,29.0,-97.9,30.0,287.7,15.0,15.0,295.4,2525358.3181875004,52.861005563625675,5.0,POINT (-97.90000000000001 30),258.0,44.0,258.0
1594,28.5,-98.0,30.0,288.0,15.0,15.0,295.275,2525358.3181875004,52.89819496266307,5.0,POINT (-98 30),258.0,44.0,258.0
1595,28.0,-98.1,30.0,288.0,15.0,15.0,295.15,2525358.3181875004,52.93546049545624,5.0,POINT (-98.09999999999999 30),258.0,44.0,258.0
1596,27.3,-98.2,30.0,287.8,15.0,15.0,294.97499999999997,2525358.3181875004,52.98776072323329,5.0,POINT (-98.2 30),258.0,44.0,258.0
1597,26.3,-98.3,30.0,287.4,14.0,14.0,293.72499999999997,2525358.3181875004,53.365765907247024,5.0,POINT (-98.3 30),258.0,44.0,258.0
1598,26.5,-98.4,30.0,287.2,14.0,14.0,293.775,2525358.3181875004,53.350494186950876,5.0,POINT (-98.40000000000001 30),258.0,44.0,258.0
1599,25.0,-98.5,30.0,287.5,14.0,14.0,293.4,2525358.3181875004,53.46534513027027,5.0,POINT (-98.5 30),258.0,44.0,258.0
1600,22.4,-98.6,30.0,287.4,14.0,14.0,292.75,2525358.3181875004,53.666149770112085,5.0,POINT (-98.59999999999999 30),258.0,44.0,258.0
1601,19.8,-98.7,30.0,287.1,14.0,14.0,292.09999999999997,2525358.3181875004,53.86918903278281,5.0,POINT (-98.7 30),258.0,44.0,258.0
1602,17.2,-98.8,30.0,287.3,14.0,14.0,291.45,2525358.3181875004,54.07451198011198,5.0,POINT (-98.8 30),258.0,44.0,258.0
1603,14.6,-98.9,30.0,287.1,14.0,14.0,290.79999999999995,2525358.3181875004,54.282169371686074,5.0,POINT (-98.90000000000001 30),258.0,44.0,258.0
1604,12.0,-99.0,30.0,286.9,14.0,14.0,290.15,2525358.3181875004,54.492213746685124,5.0,POINT (-99 30),258.0,44.0,258.0
1605,15.0,-99.1,30.0,287.2,14.0,14.0,290.9,2525358.3181875004,54.25006805128358,5.0,POINT (-99.09999999999999 30),258.0,44.0,258.0
1606,17.7,-99.2,30.0,287.4,14.0,14.0,291.575,2525358.3181875004,54.03484708969125,5.0,POINT (-99.2 30),258.0,44.0,258.0
1607,20.5,-99.3,30.0,287.5,14.0,14.0,292.275,2525358.3181875004,53.814302035342195,5.0,POINT (-99.3 30),258.0,44.0,258.0
1608,22.9,-99.4,30.0,287.3,14.0,14.0,292.875,2525358.3181875004,53.62736143279515,5.0,POINT (-99.40000000000001 30),258.0,44.0,258.0
1609,24.5,-99.5,30.0,286.9,14.0,14.0,293.275,2525358.3181875004,53.50379010239083,5.0,POINT (-99.5 30),258.0,44.0,258.0
1610,25.5,-99.6,30.0,286.5,13.0,13.0,292.525,2525358.3181875004,53.7361772526247,5.0,POINT (-99.59999999999999 30),258.0,44.0,258.0
1611,22.0,-99.7,30.0,286.7,14.0,14.0,292.65,2525358.3181875004,53.69723992180827,5.0,POINT (-99.7 30),258.0,44.0,258.0
1612,22.5,-99.8,30.0,287.0,14.0,14.0,292.775,2525358.3181875004,53.65838550269664,5.0,POINT (-99.8 30),258.0,44.0,258.0
1613,23.0,-99.9,30.0,287.7,15.0,15.0,293.9,2525358.3181875004,53.31237076810858,5.0,POINT (-99.90000000000001 30),258.0,44.0,258.0
1614,29.0,-100.0,30.0,287.9,15.0,15.0,295.4,2525358.3181875004,52.861005563625675,5.0,POINT (-100 30),258.0,44.0,258.0
1615,26.0,-100.1,30.0,287.6,14.0,14.0,293.65,2525358.3181875004,53.38869750221861,5.0,POINT (-100.1 30),258.0,44.0,258.0
1616,20.0,-100.2,30.0,287.2,14.0,14.0,292.15,2525358.3181875004,53.853490185876666,5.0,POINT (-100.2 30),258.0,44.0,258.0
1617,27.0,-100.3,30.0,287.3,14.0,14.0,293.9,2525358.3181875004,53.31237076810858,5.0,POINT (-100.3 30),258.0,44.0,258.0
1618,37.0,-100.4,30.0,287.5,14.0,14.0,296.4,2525358.3181875004,52.56619543999004,5.0,POINT (-100.4 30),258.0,44.0,258.0
1619,34.0,-100.5,30.0,288.1,15.0,15.0,296.65,2525358.3181875004,52.4932335922604,5.0,POINT (-100.5 30),258.0,44.0,258.0
1620,34.0,-100.6,30.0,288.3,15.0,15.0,296.65,2525358.3181875004,52.4932335922604,5.0,POINT (-100.6 30),258.0,44.0,258.0
1621,34.0,-100.7,30.0,288.9,16.0,16.0,297.65,2525358.3181875004,52.20428071803998,5.0,POINT (-100.7 30),258.0,44.0,258.0
1622,28.0,-100.8,30.0,289.2,16.0,16.0,296.15,2525358.3181875004,52.639451245873275,5.0,POINT (-100.8 30),258.0,44.0,258.0
1623,30.0,-100.9,30.0,289.4,16.0,16.0,296.65,2525358.3181875004,52.4932335922604,5.0,POINT (-100.9 30),258.0,44.0,258.0
1624,33.0,-101.0,30.0,289.8,17.0,17.0,298.4,2525358.3181875004,51.99054387950113,5.0,POINT (-101 30),258.0,44.0,258.0
1625,36.0,-101.1,30.0,290.0,17.0,17.0,299.15,2525358.3181875004,51.779295740050316,5.0,POINT (-101.1 30),258.0,44.0,258.0
1626,36.2,-101.2,30.0,290.1,17.0,17.0,299.2,2525358.3181875004,51.765299654602416,5.0,POINT (-101.2 30),258.0,44.0,258.0
1627,30.4,-101.3,30.0,289.5,16.0,16.0,296.75,2525358.3181875004,52.46413065128022,5.0,POINT (-101.3 30),258.0,44.0,258.0
1628,27.5,-101.4,30.0,290.1,17.0,17.0,297.025,2525358.3181875004,52.38433702644359,5.0,POINT (-101.4 30),258.0,44.0,258.0
1629,29.6,-101.5,30.0,291.1,18.0,18.0,298.54999999999995,2525358.3181875004,51.94809695011134,5.0,POINT (-101.5 30),258.0,44.0,258.0
1630,31.6,-101.6,30.0,289.9,17.0,17.0,298.04999999999995,2525358.3181875004,52.08997460114581,5.0,POINT (-101.6 30),258.0,44.0,258.0
1631,33.7,-101.7,30.0,289.3,16.0,16.0,297.575,2525358.3181875004,52.225793464018004,5.0,POINT (-101.7 30),258.0,44.0,258.0
1632,31.4,-101.8,30.0,289.5,16.0,16.0,297.0,2525358.3181875004,52.39157653164719,5.0,POINT (-101.8 30),258.0,44.0,258.0
1633,32.4,-101.9,30.0,289.7,17.0,17.0,298.25,2525358.3181875004,52.0330903505787,5.0,POINT (-101.9 30),258.0,44.0,258.0
1634,32.3,-102.0,30.0,289.0,16.0,16.0,297.22499999999997,2525358.3181875004,52.326524595114336,5.0,POINT (-102 30),258.0,44.0,258.0
1635,31.5,-102.1,30.0,288.5,15.0,15.0,296.025,2525358.3181875004,52.67619010110914,5.0,POINT (-102.1 30),258.0,44.0,258.0
1636,30.7,-102.2,30.0,288.6,15.0,15.0,295.825,2525358.3181875004,52.73512704848253,5.0,POINT (-102.2 30),258.0,44.0,258.0
1637,29.9,-102.3,30.0,288.8,16.0,16.0,296.625,2525358.3181875004,52.50051661392416,5.0,POINT (-102.3 30),258.0,44.0,258.0
1638,29.2,-102.4,30.0,289.2,16.0,16.0,296.45,2525358.3181875004,52.551579626936885,5.0,POINT (-102.4 30),258.0,44.0,258.0
1639,28.4,-102.5,30.0,289.0,16.0,16.0,296.25,2525358.3181875004,52.61011350189793,5.0,POINT (-102.5 30),258.0,44.0,258.0
1640,27.6,-102.6,30.0,288.7,16.0,16.0,296.04999999999995,2525358.3181875004,52.668836391006444,5.0,POINT (-102.6 30),258.0,44.0,258.0
1641,26.8,-102.7,30.0,288.1,15.0,15.0,294.84999999999997,2525358.3181875004,53.02521021661427,5.0,POINT (-102.7 30),258.0,44.0,258.0
1642,26.0,-102.8,30.0,287.5,14.0,14.0,293.65,2525358.3181875004,53.38869750221861,5.0,POINT (-102.8 30),258.0,44.0,258.0
1643,25.2,-102.9,30.0,287.7,15.0,15.0,294.45,2525358.3181875004,53.14556871498588,5.0,POINT (-102.9 30),258.0,44.0,258.0
1644,24.4,-103.0,30.0,287.9,15.0,15.0,294.25,2525358.3181875004,53.20604749018672,5.0,POINT (-103 30),258.0,44.0,258.0
1645,23.6,-103.1,30.0,287.2,14.0,14.0,293.04999999999995,2525358.3181875004,53.573195939375694,5.0,POINT (-103.1 30),258.0,44.0,258.0
1646,22.8,-103.2,30.0,286.9,14.0,14.0,292.84999999999997,2525358.3181875004,53.6351125057773,5.0,POINT (-103.2 30),258.0,44.0,258.0
1647,22.0,-103.3,30.0,287.0,14.0,14.0,292.65,2525358.3181875004,53.69723992180827,5.0,POINT (-103.3 30),258.0,44.0,258.0
1648,22.2,-103.4,30.0,286.1,13.0,13.0,291.7,2525358.3181875004,53.99526816101991,5.0,POINT (-103.4 30),258.0,44.0,258.0
1649,22.4,-103.5,30.0,285.8,13.0,13.0,291.75,2525358.3181875004,53.97946057732383,5.0,POINT (-103.5 30),258.0,44.0,258.0
1650,22.6,-103.6,30.0,285.3,12.0,12.0,290.79999999999995,2525358.3181875004,54.282169371686074,5.0,POINT (-103.6 30),258.0,44.0,258.0
1651,24.0,-103.7,30.0,284.9,12.0,12.0,291.15,2525358.3181875004,54.17006063611193,5.0,POINT (-103.7 30),258.0,44.0,258.0
1652,32.0,-103.8,30.0,285.1,12.0,12.0,293.15,2525358.3181875004,53.5423162896469,5.0,POINT (-103.8 30),258.0,44.0,258.0
1653,25.0,-103.9,30.0,285.8,13.0,13.0,292.4,2525358.3181875004,53.77519784107568,5.0,POINT (-103.9 30),258.0,44.0,258.0
1654,25.0,-104.0,30.0,285.0,12.0,12.0,291.4,2525358.3181875004,54.090402087465485,5.0,POINT (-104 30),258.0,44.0,258.0
1655,25.0,-104.1,30.0,285.1,12.0,12.0,291.4,2525358.3181875004,54.090402087465485,5.0,POINT (-104.1 30),258.0,44.0,258.0
1656,24.0,-104.2,30.0,284.1,11.0,11.0,290.15,2525358.3181875004,54.492213746685124,5.0,POINT (-104.2 30),258.0,44.0,258.0
1657,25.3,-104.3,30.0,285.2,12.0,12.0,291.47499999999997,2525358.3181875004,54.06657210755632,5.0,POINT (-104.3 30),258.0,44.0,258.0
1658,26.7,-104.4,30.0,285.2,12.0,12.0,291.825,2525358.3181875004,53.95577483054058,5.0,POINT (-104.4 30),258.0,44.0,258.0
1659,28.0,-104.5,30.0,287.4,14.0,14.0,294.15,2525358.3181875004,53.236362323828715,5.0,POINT (-104.5 30),258.0,44.0,258.0
1660,44.5,-104.6,30.0,288.9,16.0,16.0,300.275,2525358.3181875004,51.46696958005074,5.0,POINT (-104.6 30),258.0,44.0,258.0
1661,31.0,-93.8,30.1,288.3,15.0,15.0,295.9,2525358.3181875004,52.71300331095601,5.0,POINT (-93.8 30.1),258.0,44.0,258.0
1662,33.0,-93.9,30.1,288.1,15.0,15.0,296.4,2525358.3181875004,52.56619543999004,5.0,POINT (-93.90000000000001 30.1),258.0,44.0,258.0
1663,28.0,-94.0,30.1,288.8,16.0,16.0,296.15,2525358.3181875004,52.639451245873275,5.0,POINT (-94 30.1),258.0,44.0,258.0
1664,24.0,-94.1,30.1,289.8,17.0,17.0,296.15,2525358.3181875004,52.639451245873275,5.0,POINT (-94.09999999999999 30.1),258.0,44.0,258.0
1665,35.0,-94.2,30.1,288.1,15.0,15.0,296.9,2525358.3181875004,52.420563429225254,5.0,POINT (-94.2 30.1),258.0,44.0,258.0
1666,32.0,-94.3,30.1,287.8,15.0,15.0,296.15,2525358.3181875004,52.639451245873275,5.0,POINT (-94.3 30.1),258.0,44.0,258.0
1667,30.0,-94.4,30.1,287.7,15.0,15.0,295.65,2525358.3181875004,52.78685396433388,5.0,POINT (-94.40000000000001 30.1),258.0,44.0,258.0
1668,30.0,-94.5,30.1,287.7,15.0,15.0,295.65,2525358.3181875004,52.78685396433388,5.0,POINT (-94.5 30.1),258.0,44.0,258.0
1669,33.0,-94.6,30.1,287.9,15.0,15.0,296.4,2525358.3181875004,52.56619543999004,5.0,POINT (-94.59999999999999 30.1),258.0,44.0,258.0
1670,31.0,-94.7,30.1,287.8,15.0,15.0,295.9,2525358.3181875004,52.71300331095601,5.0,POINT (-94.7 30.1),258.0,44.0,258.0
1671,32.0,-94.8,30.1,288.1,15.0,15.0,296.15,2525358.3181875004,52.639451245873275,5.0,POINT (-94.8 30.1),258.0,44.0,258.0
1672,28.0,-94.9,30.1,288.0,15.0,15.0,295.15,2525358.3181875004,52.93546049545624,5.0,POINT (-94.90000000000001 30.1),258.0,44.0,258.0
1673,25.0,-95.0,30.1,287.9,15.0,15.0,294.4,2525358.3181875004,53.16066959796472,5.0,POINT (-95 30.1),258.0,44.0,258.0
1674,36.0,-95.1,30.1,288.4,15.0,15.0,297.15,2525358.3181875004,52.348182704558745,5.0,POINT (-95.09999999999999 30.1),258.0,44.0,258.0
1675,34.0,-95.2,30.1,289.1,16.0,16.0,297.65,2525358.3181875004,52.20428071803998,5.0,POINT (-95.2 30.1),258.0,44.0,258.0
1676,34.0,-95.3,30.1,288.8,16.0,16.0,297.65,2525358.3181875004,52.20428071803998,5.0,POINT (-95.3 30.1),258.0,44.0,258.0
1677,35.0,-95.4,30.1,289.4,16.0,16.0,297.9,2525358.3181875004,52.132755095252044,5.0,POINT (-95.40000000000001 30.1),258.0,44.0,258.0
1678,34.0,-95.5,30.1,289.2,16.0,16.0,297.65,2525358.3181875004,52.20428071803998,5.0,POINT (-95.5 30.1),258.0,44.0,258.0
1679,35.0,-95.6,30.1,288.6,15.0,15.0,296.9,2525358.3181875004,52.420563429225254,5.0,POINT (-95.59999999999999 30.1),258.0,44.0,258.0
1680,34.0,-95.7,30.1,288.2,15.0,15.0,296.65,2525358.3181875004,52.4932335922604,5.0,POINT (-95.7 30.1),258.0,44.0,258.0
1681,32.0,-95.8,30.1,287.9,15.0,15.0,296.15,2525358.3181875004,52.639451245873275,5.0,POINT (-95.8 30.1),258.0,44.0,258.0
1682,30.0,-95.9,30.1,287.4,14.0,14.0,294.65,2525358.3181875004,53.0852900512369,5.0,POINT (-95.90000000000001 30.1),258.0,44.0,258.0
1683,30.5,-96.0,30.1,287.6,14.0,14.0,294.775,2525358.3181875004,53.04771693517545,5.0,POINT (-96 30.1),258.0,44.0,258.0
1684,31.0,-96.1,30.1,287.9,15.0,15.0,295.9,2525358.3181875004,52.71300331095601,5.0,POINT (-96.09999999999999 30.1),258.0,44.0,258.0
1685,31.0,-96.2,30.1,287.7,15.0,15.0,295.9,2525358.3181875004,52.71300331095601,5.0,POINT (-96.2 30.1),258.0,44.0,258.0
1686,31.0,-96.3,30.1,287.6,14.0,14.0,294.9,2525358.3181875004,53.0102211759503,5.0,POINT (-96.3 30.1),258.0,44.0,258.0
1687,37.0,-96.4,30.1,287.7,15.0,15.0,297.4,2525358.3181875004,52.27608919862434,5.0,POINT (-96.40000000000001 30.1),258.0,44.0,258.0
1688,40.0,-96.5,30.1,287.7,15.0,15.0,298.15,2525358.3181875004,52.061510188118795,5.0,POINT (-96.5 30.1),258.0,44.0,258.0
1689,38.0,-96.6,30.1,287.7,15.0,15.0,297.65,2525358.3181875004,52.20428071803998,5.0,POINT (-96.59999999999999 30.1),258.0,44.0,258.0
1690,38.0,-96.7,30.1,288.0,15.0,15.0,297.65,2525358.3181875004,52.20428071803998,5.0,POINT (-96.7 30.1),258.0,44.0,258.0
1691,33.0,-96.8,30.1,288.2,15.0,15.0,296.4,2525358.3181875004,52.56619543999004,5.0,POINT (-96.8 30.1),258.0,44.0,258.0
1692,35.0,-96.9,30.1,288.1,15.0,15.0,296.9,2525358.3181875004,52.420563429225254,5.0,POINT (-96.90000000000001 30.1),258.0,44.0,258.0
1693,30.0,-97.0,30.1,288.0,15.0,15.0,295.65,2525358.3181875004,52.78685396433388,5.0,POINT (-97 30.1),258.0,44.0,258.0
1694,33.0,-97.1,30.1,288.0,15.0,15.0,296.4,2525358.3181875004,52.56619543999004,5.0,POINT (-97.09999999999999 30.1),258.0,44.0,258.0
1695,29.0,-97.2,30.1,288.4,15.0,15.0,295.4,2525358.3181875004,52.861005563625675,5.0,POINT (-97.2 30.1),258.0,44.0,258.0
1696,25.0,-97.3,30.1,288.6,15.0,15.0,294.4,2525358.3181875004,53.16066959796472,5.0,POINT (-97.3 30.1),258.0,44.0,258.0
1697,26.0,-97.4,30.1,288.2,15.0,15.0,294.65,2525358.3181875004,53.0852900512369,5.0,POINT (-97.40000000000001 30.1),258.0,44.0,258.0
1698,37.0,-97.5,30.1,288.4,15.0,15.0,297.4,2525358.3181875004,52.27608919862434,5.0,POINT (-97.5 30.1),258.0,44.0,258.0
1699,24.0,-97.6,30.1,288.2,15.0,15.0,294.15,2525358.3181875004,53.236362323828715,5.0,POINT (-97.59999999999999 30.1),258.0,44.0,258.0
1700,27.0,-97.7,30.1,287.9,15.0,15.0,294.9,2525358.3181875004,53.0102211759503,5.0,POINT (-97.7 30.1),258.0,44.0,258.0
1701,30.0,-97.8,30.1,287.7,15.0,15.0,295.65,2525358.3181875004,52.78685396433388,5.0,POINT (-97.8 30.1),258.0,44.0,258.0
1702,29.5,-97.9,30.1,287.7,15.0,15.0,295.525,2525358.3181875004,52.82389199726205,5.0,POINT (-97.90000000000001 30.1),258.0,44.0,258.0
1703,29.0,-98.0,30.1,287.7,15.0,15.0,295.4,2525358.3181875004,52.861005563625675,5.0,POINT (-98 30.1),258.0,44.0,258.0
1704,28.5,-98.1,30.1,287.9,15.0,15.0,295.275,2525358.3181875004,52.89819496266307,5.0,POINT (-98.09999999999999 30.1),258.0,44.0,258.0
1705,28.0,-98.2,30.1,287.8,15.0,15.0,295.15,2525358.3181875004,52.93546049545624,5.0,POINT (-98.2 30.1),258.0,44.0,258.0
1706,27.0,-98.3,30.1,287.5,14.0,14.0,293.9,2525358.3181875004,53.31237076810858,5.0,POINT (-98.3 30.1),258.0,44.0,258.0
1707,26.0,-98.4,30.1,287.1,14.0,14.0,293.65,2525358.3181875004,53.38869750221861,5.0,POINT (-98.40000000000001 30.1),258.0,44.0,258.0
1708,24.4,-98.5,30.1,287.1,14.0,14.0,293.25,2525358.3181875004,53.51148883194307,5.0,POINT (-98.5 30.1),258.0,44.0,258.0
1709,22.8,-98.6,30.1,287.2,14.0,14.0,292.84999999999997,2525358.3181875004,53.6351125057773,5.0,POINT (-98.59999999999999 30.1),258.0,44.0,258.0
1710,21.1,-98.7,30.1,287.3,14.0,14.0,292.42499999999995,2525358.3181875004,53.76738704609465,5.0,POINT (-98.7 30.1),258.0,44.0,258.0
1711,19.5,-98.8,30.1,287.3,14.0,14.0,292.025,2525358.3181875004,53.89276264542369,5.0,POINT (-98.8 30.1),258.0,44.0,258.0
1712,17.9,-98.9,30.1,287.1,14.0,14.0,291.625,2525358.3181875004,54.01900522322577,5.0,POINT (-98.90000000000001 30.1),258.0,44.0,258.0
1713,16.3,-99.0,30.1,287.1,14.0,14.0,291.22499999999997,2525358.3181875004,54.146126576200786,5.0,POINT (-99 30.1),258.0,44.0,258.0
1714,15.7,-99.1,30.1,287.3,14.0,14.0,291.075,2525358.3181875004,54.19402609373883,5.0,POINT (-99.09999999999999 30.1),258.0,44.0,258.0
1715,19.0,-99.2,30.1,287.1,14.0,14.0,291.9,2525358.3181875004,53.932119769040355,5.0,POINT (-99.2 30.1),258.0,44.0,258.0
1716,21.7,-99.3,30.1,287.0,14.0,14.0,292.575,2525358.3181875004,53.720592348804246,5.0,POINT (-99.3 30.1),258.0,44.0,258.0
1717,23.7,-99.4,30.1,286.9,14.0,14.0,293.075,2525358.3181875004,53.56547112452294,5.0,POINT (-99.40000000000001 30.1),258.0,44.0,258.0
1718,25.4,-99.5,30.1,286.5,13.0,13.0,292.5,2525358.3181875004,53.74397469859491,5.0,POINT (-99.5 30.1),258.0,44.0,258.0
1719,27.0,-99.6,30.1,286.5,13.0,13.0,292.9,2525358.3181875004,53.61961365159163,5.0,POINT (-99.59999999999999 30.1),258.0,44.0,258.0
1720,21.5,-99.7,30.1,286.9,14.0,14.0,292.525,2525358.3181875004,53.7361772526247,5.0,POINT (-99.7 30.1),258.0,44.0,258.0
1721,23.0,-99.8,30.1,286.9,14.0,14.0,292.9,2525358.3181875004,53.61961365159163,5.0,POINT (-99.8 30.1),258.0,44.0,258.0
1722,23.5,-99.9,30.1,287.4,14.0,14.0,293.025,2525358.3181875004,53.58092402700658,5.0,POINT (-99.90000000000001 30.1),258.0,44.0,258.0
1723,24.0,-100.0,30.1,287.5,14.0,14.0,293.15,2525358.3181875004,53.5423162896469,5.0,POINT (-100 30.1),258.0,44.0,258.0
1724,24.3,-100.1,30.1,287.4,14.0,14.0,293.22499999999997,2525358.3181875004,53.519190812766794,5.0,POINT (-100.1 30.1),258.0,44.0,258.0
1725,21.5,-100.2,30.1,287.2,14.0,14.0,292.525,2525358.3181875004,53.7361772526247,5.0,POINT (-100.2 30.1),258.0,44.0,258.0
1726,26.0,-100.3,30.1,287.4,14.0,14.0,293.65,2525358.3181875004,53.38869750221861,5.0,POINT (-100.3 30.1),258.0,44.0,258.0
1727,33.0,-100.4,30.1,287.6,14.0,14.0,295.4,2525358.3181875004,52.861005563625675,5.0,POINT (-100.4 30.1),258.0,44.0,258.0
1728,32.5,-100.5,30.1,287.8,15.0,15.0,296.275,2525358.3181875004,52.60278645499906,5.0,POINT (-100.5 30.1),258.0,44.0,258.0
1729,32.0,-100.6,30.1,288.1,15.0,15.0,296.15,2525358.3181875004,52.639451245873275,5.0,POINT (-100.6 30.1),258.0,44.0,258.0
1730,35.0,-100.7,30.1,288.5,15.0,15.0,296.9,2525358.3181875004,52.420563429225254,5.0,POINT (-100.7 30.1),258.0,44.0,258.0
1731,36.0,-100.8,30.1,288.7,16.0,16.0,298.15,2525358.3181875004,52.061510188118795,5.0,POINT (-100.8 30.1),258.0,44.0,258.0
1732,30.0,-100.9,30.1,289.0,16.0,16.0,296.65,2525358.3181875004,52.4932335922604,5.0,POINT (-100.9 30.1),258.0,44.0,258.0
1733,36.0,-101.0,30.1,289.4,16.0,16.0,298.15,2525358.3181875004,52.061510188118795,5.0,POINT (-101 30.1),258.0,44.0,258.0
1734,39.0,-101.1,30.1,289.7,17.0,17.0,299.9,2525358.3181875004,51.570481088057704,5.0,POINT (-101.1 30.1),258.0,44.0,258.0
1735,36.3,-101.2,30.1,289.8,17.0,17.0,299.22499999999997,2525358.3181875004,51.75830566241319,5.0,POINT (-101.2 30.1),258.0,44.0,258.0
1736,31.3,-101.3,30.1,289.5,16.0,16.0,296.97499999999997,2525358.3181875004,52.39881892230223,5.0,POINT (-101.3 30.1),258.0,44.0,258.0
1737,27.2,-101.4,30.1,289.9,17.0,17.0,296.95,2525358.3181875004,52.40606420063237,5.0,POINT (-101.4 30.1),258.0,44.0,258.0
1738,29.3,-101.5,30.1,290.8,18.0,18.0,298.47499999999997,2525358.3181875004,51.969308000155365,5.0,POINT (-101.5 30.1),258.0,44.0,258.0
1739,31.3,-101.6,30.1,290.3,17.0,17.0,297.97499999999997,2525358.3181875004,52.11135224477808,5.0,POINT (-101.6 30.1),258.0,44.0,258.0
1740,28.0,-101.7,30.1,289.3,16.0,16.0,296.15,2525358.3181875004,52.639451245873275,5.0,POINT (-101.7 30.1),258.0,44.0,258.0
1741,26.8,-101.8,30.1,289.1,16.0,16.0,295.84999999999997,2525358.3181875004,52.72774947953792,5.0,POINT (-101.8 30.1),258.0,44.0,258.0
1742,29.0,-101.9,30.1,289.5,16.0,16.0,296.4,2525358.3181875004,52.56619543999004,5.0,POINT (-101.9 30.1),258.0,44.0,258.0
1743,28.9,-102.0,30.1,288.9,16.0,16.0,296.375,2525358.3181875004,52.573507754711905,5.0,POINT (-102 30.1),258.0,44.0,258.0
1744,28.8,-102.1,30.1,288.4,15.0,15.0,295.34999999999997,2525358.3181875004,52.87587220650068,5.0,POINT (-102.1 30.1),258.0,44.0,258.0
1745,28.7,-102.2,30.1,288.2,15.0,15.0,295.325,2525358.3181875004,52.88331008389949,5.0,POINT (-102.2 30.1),258.0,44.0,258.0
1746,27.9,-102.3,30.1,288.7,16.0,16.0,296.125,2525358.3181875004,52.64679308250889,5.0,POINT (-102.3 30.1),258.0,44.0,258.0
1747,27.1,-102.4,30.1,288.8,16.0,16.0,295.92499999999995,2525358.3181875004,52.7056347066265,5.0,POINT (-102.4 30.1),258.0,44.0,258.0
1748,26.3,-102.5,30.1,288.2,15.0,15.0,294.72499999999997,2525358.3181875004,53.06273688143274,5.0,POINT (-102.5 30.1),258.0,44.0,258.0
